model_name,scale,df,logLik,AICc,delta_subsetted,weight_subsetted,intercept,fire_0_15,lc_broadleaf,lc_coniferous,lc_mixedwood,lc_shrubs,lc_wetland,lc_wetland_treed,delta,pipe_trans,seismic,wells_inactive,harvest_0_15,osm_industrial,wells_active,nonanthro_ed,landscape_shei,landscape_mesh,cfi_site_with_vegedges,cfi_site_with_vegedges:nonanthro_ed
m_forest_1000,1000,7,-4701.646760526725,9417.316331644082,2.3745768474400393,0.130192246035925,-1.5754659220934113,NA,-0.4734010430086758,-0.09678299685088074,0.1784082274907451,NA,NA,NA,10.834034473815336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_3500,3500,5,-4703.656182599813,9417.32458018334,0,0.745018539456336,-1.5577826645717858,0.32871227294810007,NA,NA,NA,NA,NA,NA,10.842283013073029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_3750,3750,5,-4703.667753529844,9417.347722043402,0,0.757122805965508,-1.557921461800329,0.32879653533488923,NA,NA,NA,NA,NA,NA,10.865424873134543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_4000,4000,5,-4703.675911684265,9417.364038352243,0,0.761952720832607,-1.5580139200396048,0.3291326318770994,NA,NA,NA,NA,NA,NA,10.881741181976395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_4250,4250,5,-4703.677244859399,9417.366704702512,0,0.758842004800014,-1.558132133998185,0.32969790230987167,NA,NA,NA,NA,NA,NA,10.88440753224495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_3000,3000,5,-4703.688503488828,9417.38922196137,0,0.636093516448247,-1.5575817115697967,0.32663469032136255,NA,NA,NA,NA,NA,NA,10.906924791102938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_4500,4500,5,-4703.693621043915,9417.399457071544,0,0.762983226475915,-1.5582996265736313,0.32970685532144123,NA,NA,NA,NA,NA,NA,10.917159901277046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_4750,4750,5,-4703.72239087489,9417.456996733494,0,0.765011768886887,-1.558447143666859,0.3291877370715404,NA,NA,NA,NA,NA,NA,10.97469956322675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_5000,5000,5,-4703.748626674001,9417.509468331715,0,0.763162786627822,-1.5586215915408075,0.3288435917772698,NA,NA,NA,NA,NA,NA,11.027171161447768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_2750,2750,5,-4703.781724332128,9417.57566364797,0,0.578219496800477,-1.5576586911291608,0.3226034008057877,NA,NA,NA,NA,NA,NA,11.093366477702148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_2000,2000,8,-4700.804784109327,9417.638902095207,0,0.437068251366188,-1.558451154911648,0.28748534608912824,-0.31896535860542524,-0.09832626957747603,0.17924528813832807,NA,NA,NA,11.15660492493953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_2500,2500,5,-4703.847247095391,9417.706709174496,0,0.528203160036834,-1.557742009840611,0.31952919588165946,NA,NA,NA,NA,NA,NA,11.224412004228725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_2250,2250,5,-4703.958285913937,9417.928786811588,0,0.435235186576875,-1.5579652758319298,0.3145731675751209,NA,NA,NA,NA,NA,NA,11.446489641321023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_fire_1250,1250,11,-4697.984249144662,9418.022309948516,2.4834748056127864,0.142748229901398,-1.566319394889889,0.26848013914913943,-0.7214701566827207,-0.3950192870144074,0.055802319170753595,-0.23822826810229789,-0.10957344485722251,-0.3958457283670926,11.540012778248638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_1250,1250,10,-4699.010854852015,9418.06654361477,2.5277084718672995,0.139625748106109,-1.5709920825796684,NA,-0.7611398690357564,-0.3854112077371964,0.056470020951848054,-0.05926954103717396,-0.06333134249550797,-0.4482285642764776,11.584246444503151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_2250,2250,8,-4701.042202953317,9418.113739783188,0.18495297160006885,0.3967911445434,-1.5570540232166183,0.2967018605973874,-0.29783091224305436,-0.09998620243800493,0.1715555278706387,NA,NA,NA,11.631442612921091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_1250,1250,7,-4702.057525288023,9418.137861166677,2.5990260237740586,0.134734589469775,-1.572940568064191,NA,-0.4639599750339883,-0.11536026560612098,0.17446270515518578,NA,NA,NA,11.65556399640991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_2000,2000,5,-4704.0807407184975,9418.173696420708,0.5347943255019345,0.334518505786867,-1.558246825202338,0.3091916892150591,NA,NA,NA,NA,NA,NA,11.691399250441464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_250,250,5,-4704.0890699136735,9418.19035481106,11.708057640793413,0.00207204056190112,-1.5572525831258142,0.30026829332068483,NA,NA,NA,NA,NA,NA,11.708057640793413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_1750,1750,5,-4704.2077395674905,9418.427694118694,1.4493595198455296,0.239502437179987,-1.5585282511809364,0.3033898904726201,NA,NA,NA,NA,NA,NA,11.945396948427515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_2500,2500,8,-4701.256829801565,9418.542993479683,0.8362843051872915,0.347699579592625,-1.556375871080357,0.3047249799201453,-0.27679102494848645,-0.09563113899148115,0.16632816279082474,NA,NA,NA,12.060696309416016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_2750,2750,8,-4701.37373014414,9418.776794164833,1.2011305168634863,0.31715426326141,-1.5560852165927774,0.31001341052766573,-0.2647057547564022,-0.0912732976765055,0.164243506138188,NA,NA,NA,12.294496994565634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_1500,1500,5,-4704.395882922088,9418.80398082789,2.4982838068772253,0.146660801185467,-1.5588490830114097,0.2951067335892085,NA,NA,NA,NA,NA,NA,12.321683657622998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_3000,3000,8,-4701.508169732095,9419.045673340743,1.656451379372811,0.277860697864202,-1.5559016672751418,0.31643334641130844,-0.24939884381516325,-0.0882368494995589,0.15976096026962633,NA,NA,NA,12.563376170475749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_1000,1000,5,-4704.561793142901,9419.135801269515,4.194046472872287,0.0524194319345671,-1.5592102580329905,0.28612979748760203,NA,NA,NA,NA,NA,NA,12.653504099247584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_1250,1250,5,-4704.574613209127,9419.161441401968,3.6226062590649235,0.0807628208586364,-1.5591974719401558,0.28686716094043274,NA,NA,NA,NA,NA,NA,12.679144231700775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_fire_1500,1500,11,-4698.619747456125,9419.293306571442,2.9876095504296245,0.114830780842398,-1.5654772633508858,0.2804683676552187,-0.6469567389142619,-0.3320448504647949,0.07863871587110556,-0.21239947064221115,-0.07391645241353162,-0.3565595405603415,12.811009401175397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_1500,1500,10,-4699.655387293294,9419.355608497328,3.049911476315174,0.111308832286656,-1.5701541288431116,NA,-0.6874712197260099,-0.3229187737974182,0.07936021252699776,-0.02133213458527765,-0.024911680139947753,-0.4108734709574938,12.873311327060946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_1500,1500,7,-4702.738070492018,9419.498951574667,3.193254553654697,0.103610333818989,-1.5724160486704784,NA,-0.44005488564391554,-0.09767452271839157,0.1702570690160275,NA,NA,NA,13.01665440440047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_750,750,5,-4704.784691310763,9419.58159760524,4.295285105115909,0.0406674143001961,-1.559670137160722,0.27600398221067746,NA,NA,NA,NA,NA,NA,13.099300434972974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_3250,3250,8,-4701.829942804734,9419.689219486021,2.4009269239868445,0.215225977471132,-1.5558583151330798,0.3228052053387948,-0.22000851112118103,-0.08520722293291491,0.15002723549008312,NA,NA,NA,13.206922315754127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_fire_500,500,5,-4704.917421881608,9419.84705874693,7.330377645501358,0.0114796250839259,-1.5595873384056038,0.2699961241631518,NA,NA,NA,NA,NA,NA,13.364761576662204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_3500,3500,8,-4702.011465740138,9420.05226535683,2.72768517348959,0.190483679027739,-1.5563056702578368,0.3257463364981612,-0.20418495039565185,-0.07654709458774461,0.14974605942068517,NA,NA,NA,13.569968186562619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_3750,3750,8,-4702.084771285913,9420.19887644838,2.851154404977933,0.181989367485005,-1.5565356020741214,0.32798466137188503,-0.19654453611855768,-0.07289932399854296,0.15095936007451488,NA,NA,NA,13.716579278112476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_4250,4250,8,-4702.101371236573,9420.2320763497,2.865371647187203,0.181110577440812,-1.5565313984871376,0.32888846511590925,-0.202036676186473,-0.07291104516308577,0.15105414899450684,NA,NA,NA,13.749779179432153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_4000,4000,8,-4702.120115100592,9420.269564077737,2.905525725493135,0.178238340259089,-1.556487859458695,0.3288037897521814,-0.19662033416600355,-0.0732886237773605,0.15011202073245436,NA,NA,NA,13.78726690746953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_4500,4500,8,-4702.146248738444,9420.321831353442,2.922374281897646,0.176982154674872,-1.5565436846655079,0.3286403930948735,-0.20239519892864652,-0.07449271709495804,0.15022457420539528,NA,NA,NA,13.839534183174692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_fire_1750,1750,11,-4699.158487610908,9420.370786881009,3.3924522821598657,0.090651022044446,-1.5643613283864977,0.2974307249452349,-0.5933917439426772,-0.30463662260964847,0.08745037997175367,-0.200601193978097,-0.0649421365813659,-0.33126878289994666,13.888489710741851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_4750,4750,8,-4702.195589762594,9420.420513401741,2.9635166682473937,0.173839573710456,-1.5567579532414388,0.32726235475092136,-0.20490260727656537,-0.07387822316561339,0.1492446632520336,NA,NA,NA,13.938216231474144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_fire_5000,5000,8,-4702.216275550314,9420.461884977181,2.9524166454666556,0.174384570656084,-1.5566931149435876,0.32624391855277207,-0.2076225898147556,-0.07774934998396597,0.1493620051878032,NA,NA,NA,13.979587806914424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_1750,1750,10,-4700.221922033345,9420.488677977432,3.5103433785825473,0.085461985543589,-1.568844666018474,NA,-0.6390312134882468,-0.2999946731744439,0.08653092372755891,0.004962550447268243,-0.01419235124954861,-0.39185282304926483,14.006380807164533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_1750,1750,7,-4703.382077265305,9420.786965121242,3.808630522393287,0.0736208365997065,-1.5716983895027172,NA,-0.4148665926129036,-0.09345862133353068,0.16361060076875994,NA,NA,NA,14.304667950975272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_fire_2000,2000,11,-4699.494388110765,9421.042587880722,3.4036857855153357,0.0796981578325145,-1.5633471703191213,0.3076710359338392,-0.57592756868523,-0.3088045708374824,0.0732412061526244,-0.2050925348434924,-0.07495612327384313,-0.33910616139580285,14.560290710454865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_2000,2000,10,-4700.550772649697,9421.146379210135,3.507477114928406,0.0756676562598893,-1.5677697314914147,NA,-0.6279976164323529,-0.30933936958244146,0.06940679464128327,0.007656514619597047,-0.02515420314691009,-0.4076036686455021,14.664082039867935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_2000,2000,7,-4703.920564480235,9421.863939551102,4.22503745589529,0.0528559683837318,-1.5703018185346593,NA,-0.3935232962033782,-0.09344239705797784,0.1496975659126474,NA,NA,NA,15.381642380834819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_fire_2250,2250,11,-4700.010079201529,9422.07397006225,4.14518325066274,0.0547783431829468,-1.562487573674563,0.32108199980424096,-0.5429385130342832,-0.3022195809719668,0.06690215583947423,-0.19408434275527417,-0.09234150560694589,-0.31170434565608474,15.591672891983762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_2250,2250,10,-4701.0984301700755,9422.241694250892,4.312907439303672,0.0503718669670866,-1.5668523195340913,NA,-0.5996304565110274,-0.30453319499432824,0.061861346372719304,0.028235574765304937,-0.04054955620162514,-0.38706283190841895,15.759397080624694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_2250,2250,7,-4704.3505363566665,9422.723883303965,4.795096492376615,0.0395805682707655,-1.569166653922642,NA,-0.37531551832475546,-0.09518029304676676,0.13918284650890175,NA,NA,NA,16.241586133697638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_fire_2500,2500,11,-4700.517735952991,9423.089283565174,5.382574390678201,0.0358088040786923,-1.5616131012865755,0.32777924221472526,-0.4937478446841167,-0.27489318828227216,0.07100064948340305,-0.16876005110291342,-0.09582958252480754,-0.2692628431473056,16.606986394906926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_2500,2500,10,-4701.583902929504,9423.212639769748,5.505930595252721,0.0336669177097591,-1.5657042831467136,NA,-0.549428148459901,-0.2745286577780322,0.067832064277169285,0.06128470214673973,-0.04037934832472413,-0.3450088269836283,16.730342599481446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_2500,2500,7,-4704.731171027333,9423.485152645299,5.778443470802813,0.0293783863874787,-1.5687779248305034,NA,-0.3571786333469145,-0.09066041712947716,0.13200705632615023,NA,NA,NA,17.002855475031538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_fire_2750,2750,11,-4700.777799312036,9423.609410283265,6.033746635295756,0.0283061821461628,-1.561190497355881,0.3390155953002281,-0.46445423044210993,-0.2569553587892859,0.07410679351333667,-0.15879758045621511,-0.10234804518132058,-0.24076020900469153,17.127113112997904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_2750,2750,10,-4701.855811008228,9423.756455927196,6.180792279226807,0.0262996967637365,-1.5651720076590405,NA,-0.5203262021758073,-0.2541938500930946,0.07228917551293092,0.08226220310654747,-0.04409300791168289,-0.3170786151897365,17.274158756928955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_250,250,4,-4707.890209818534,9423.788561302037,17.30626413177015,0.00012611395889953,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_500,500,4,-4707.890209818534,9423.788561302037,11.271880200609303,0.00159971014683991,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_750,750,4,-4707.890209818534,9423.788561302037,8.502248801913083,0.00496267689600752,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_1000,1000,4,-4707.890209818534,9423.788561302037,8.846806505394852,0.00511868384646429,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_1250,1250,4,-4707.890209818534,9423.788561302037,8.249726159134298,0.00798813065403229,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_1500,1500,4,-4707.890209818534,9423.788561302037,7.482864281024376,0.0121318255264412,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_1750,1750,4,-4707.890209818534,9423.788561302037,6.810226703188164,0.0164139240367946,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_2000,2000,4,-4707.890209818534,9423.788561302037,6.14965920683062,0.0201914603708092,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_2250,2250,4,-4707.890209818534,9423.788561302037,5.8597744904491265,0.0232428904589262,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_2500,2500,4,-4707.890209818534,9423.788561302037,6.081852127541424,0.025243152194611,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_2750,2750,4,-4707.890209818534,9423.788561302037,6.212897654068001,0.0258808864612894,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_3000,3000,4,-4707.890209818534,9423.788561302037,6.399339340667211,0.0259371400586579,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_3250,3250,4,-4707.890209818534,9423.788561302037,6.500268740002866,0.0277162151430992,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_3500,3500,4,-4707.890209818534,9423.788561302037,6.46398111869712,0.0294124644063134,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_3750,3750,4,-4707.890209818534,9423.788561302037,6.440839258635606,0.0302381943272889,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_4000,4000,4,-4707.890209818534,9423.788561302037,6.424522949793754,0.0306803698868856,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_4250,4250,4,-4707.890209818534,9423.788561302037,6.421856599525199,0.0305958779890802,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_4500,4500,4,-4707.890209818534,9423.788561302037,6.389104230493103,0.0312707742759757,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_4750,4750,4,-4707.890209818534,9423.788561302037,6.331564568543399,0.0322690618453046,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_null_5000,5000,4,-4707.890209818534,9423.788561302037,6.279092970322381,0.0330468044781704,-1.5707332022968825,NA,NA,NA,NA,NA,NA,NA,17.30626413177015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_2750,2750,7,-4704.952531628147,9423.927873846926,6.352210198956527,0.0241394745669239,-1.568655240931192,NA,-0.3478561226647227,-0.08530453627454246,0.1282211296574483,NA,NA,NA,17.445576676658675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_fire_3000,3000,11,-4701.026397844302,9424.106607347796,6.717385386426031,0.0221237766732017,-1.5605262304034888,0.35577299138405366,-0.4283251836123161,-0.2362270071513644,0.07655587565421434,-0.15464137411142817,-0.10045279806783336,-0.21164410145894094,17.62431017752897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_3000,3000,10,-4702.155557495968,9424.355948902677,6.96672694130757,0.0195305932411441,-1.564609552963141,NA,-0.4859543803368541,-0.23141472888974032,0.0759984400386223,0.10150236338928588,-0.0390632359726203,-0.28983415357324693,17.873651732410508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_forest_3000,3000,7,-4705.223255186657,9424.469320963946,7.0800990025763895,0.018454275714547,-1.5687425748613055,NA,-0.3354399816686286,-0.08142980836477627,0.12219882165036564,NA,NA,NA,17.987023793679327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_fire_3250,3250,11,-4701.421273876335,9424.896359411863,7.6080668498289015,0.0159286372040277,-1.5602420582189882,0.3704645599415291,-0.3833619750837589,-0.21989100665605724,0.07116001351788095,-0.15291776615426414,-0.09853658973896391,-0.19097818049586565,18.414062241596184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_landcover_3250,3250,10,-4702.5727342140335,9425.190302338808,7.902009776773411,0.0137514889808343,-1.5641115775169585,NA,-0.44178101287427474,-0.21338143237618779,0.07138105497438671,0.11745302227596047,-0.034311291439330344,-0.2707614048696018,18.708005168540694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
